Date/Time,Hs,Hmax,Tp,Tz,Peak Direction,SST
2017-05-19 02:00:00,1.735,2.853,11.111,5.420,148.91,23.260
2017-05-19 02:30:00,1.751,3.288,11.111,5.447,146.63,23.260
2017-05-19 03:00:00,1.818,2.784,11.765,5.635,145.75,23.260
2017-05-19 03:30:00,1.808,3.136,11.111,5.582,148.91,23.260
2017-05-19 04:00:00,1.726,2.769,10.526,5.403,150.58,23.310
2017-05-19 04:30:00,1.845,3.331,11.765,5.864,142.85,23.310
2017-05-19 05:00:00,1.896,3.258,11.111,5.785,144.16,23.310
2017-05-19 05:30:00,2.000,3.121,10.526,5.916,142.58,23.350
2017-05-19 06:00:00,1.881,2.762,10.000,5.663,144.78,23.310
2017-05-19 06:30:00,1.783,3.376,5.714,5.487,77.26,23.400
2017-05-19 07:00:00,1.801,2.964,10.000,5.561,144.25,23.350
2017-05-19 07:30:00,1.964,3.153,10.526,6.184,141.00,23.400
2017-05-19 08:00:00,1.896,3.180,9.524,5.495,132.03,23.350
2017-05-19 08:30:00,1.834,3.254,9.524,5.641,146.98,23.350
2017-05-19 09:00:00,1.875,2.780,10.526,5.937,148.47,23.310
2017-05-19 09:30:00,1.744,3.124,11.111,5.605,142.49,23.400
2017-05-19 10:00:00,1.785,2.621,10.000,6.045,139.94,23.400
2017-05-19 10:30:00,1.733,2.930,10.000,6.117,141.62,23.400
2017-05-19 11:00:00,1.756,2.735,10.000,5.774,148.47,23.350
2017-05-19 11:30:00,1.786,2.674,11.111,6.014,151.02,23.350
2017-05-19 12:00:00,1.741,2.978,10.526,5.823,145.22,23.400
2017-05-19 12:30:00,1.790,3.338,9.091,5.979,121.83,23.350
2017-05-19 13:00:00,1.745,2.632,10.526,5.973,153.57,23.350
2017-05-19 13:30:00,1.814,3.321,10.000,5.947,154.27,23.310
2017-05-19 14:00:00,1.740,2.682,10.526,5.960,148.56,23.350
2017-05-19 14:30:00,1.795,3.136,10.526,5.533,145.04,23.350
2017-05-19 15:00:00,1.802,2.887,10.000,5.732,151.73,23.310
2017-05-19 15:30:00,1.795,3.174,10.000,5.692,149.35,23.260
2017-05-19 16:00:00,1.746,2.788,10.526,5.614,87.11,23.260
2017-05-19 16:30:00,1.676,2.630,10.000,5.379,149.53,23.260
2017-05-19 17:00:00,1.797,2.788,10.000,5.549,132.38,23.220
2017-05-19 17:30:00,1.713,3.141,7.143,5.633,91.86,23.220
2017-05-19 18:00:00,1.728,2.637,10.526,5.580,144.34,23.170
2017-05-19 18:30:00,1.693,2.785,9.091,5.528,130.63,23.130
2017-05-19 19:00:00,1.673,2.661,9.524,5.873,89.92,23.130
2017-05-19 19:30:00,1.801,2.979,7.143,5.595,72.96,23.130
2017-05-19 20:00:00,1.708,3.609,7.407,6.032,79.64,23.080
2017-05-19 20:30:00,1.671,3.038,7.143,5.727,75.59,22.990
2017-05-19 21:00:00,1.768,3.321,10.000,5.748,124.65,22.900
2017-05-19 21:30:00,1.710,3.818,9.091,5.872,124.03,22.900
2017-05-19 22:00:00,1.713,3.025,6.667,5.710,87.37,22.900
2017-05-19 22:30:00,1.763,3.377,6.452,5.765,78.23,22.900
2017-05-19 23:00:00,1.645,2.476,9.524,5.622,124.74,22.900
2017-05-19 23:30:00,1.724,3.226,6.897,6.013,73.75,22.900
2017-05-20 00:00:00,1.673,3.052,10.000,6.002,128.78,22.900
2017-05-20 00:30:00,1.666,2.732,7.143,5.995,68.38,22.900
2017-05-20 01:00:00,1.601,2.866,7.143,5.477,69.97,22.900
2017-05-20 01:30:00,1.588,2.647,6.897,5.460,64.78,22.900
2017-05-20 02:00:00,1.534,2.606,7.143,5.600,76.47,22.810
2017-05-20 02:30:00,1.694,3.033,10.000,5.862,120.34,22.810
2017-05-20 03:00:00,1.563,2.493,7.143,5.638,74.63,22.810
2017-05-20 03:30:00,1.639,2.371,7.143,5.646,73.22,22.860
2017-05-20 04:00:00,1.553,2.574,9.524,5.546,135.02,22.900
2017-05-20 04:30:00,1.588,2.665,9.524,5.651,88.34,22.950
2017-05-20 05:00:00,1.608,2.763,9.091,5.430,119.11,22.950
2017-05-20 05:30:00,1.704,2.605,7.692,5.180,93.18,22.950
2017-05-20 06:00:00,1.572,2.760,7.407,5.077,85.26,22.990
2017-05-20 06:30:00,1.630,2.839,9.524,5.135,135.37,22.990
2017-05-20 07:00:00,1.601,2.798,9.524,5.357,129.92,23.040
2017-05-20 07:30:00,1.695,2.890,8.696,5.426,105.75,23.040
2017-05-20 08:00:00,1.706,2.915,9.091,5.588,116.03,23.040
2017-05-20 08:30:00,1.581,3.322,8.000,5.516,84.56,23.040
2017-05-20 09:00:00,1.688,3.071,9.091,5.576,120.43,23.040
2017-05-20 09:30:00,1.547,2.452,8.333,5.500,115.77,23.040
2017-05-20 10:00:00,1.670,2.609,9.091,5.849,109.18,23.080
2017-05-20 10:30:00,1.720,3.114,7.692,5.872,78.49,23.080
2017-05-20 11:00:00,1.693,2.730,9.091,6.022,100.03,23.130
2017-05-20 11:30:00,1.728,2.896,9.524,6.250,121.83,23.130
2017-05-20 12:00:00,1.763,2.959,9.091,6.134,108.56,23.170
2017-05-20 12:30:00,1.787,3.121,8.333,6.364,93.35,23.170
2017-05-20 13:00:00,1.827,3.620,8.333,6.077,81.31,23.170
2017-05-20 13:30:00,1.844,3.042,8.333,6.355,68.12,23.170
2017-05-20 14:00:00,1.898,3.586,7.692,6.150,67.94,23.170
2017-05-20 14:30:00,1.875,3.231,7.692,6.196,75.68,23.170
2017-05-20 15:00:00,1.830,3.139,8.696,6.276,78.85,23.130
2017-05-20 15:30:00,1.807,2.996,7.692,6.189,63.72,23.170
2017-05-20 16:00:00,1.947,3.425,8.333,6.498,70.23,23.130
2017-05-20 16:30:00,1.941,3.119,8.333,6.570,93.88,23.130
2017-05-20 17:00:00,1.783,3.043,8.000,6.632,73.66,23.130
2017-05-20 17:30:00,1.757,3.186,9.091,6.558,109.53,23.040
2017-05-20 18:00:00,1.729,2.827,7.407,6.345,84.47,23.080
2017-05-20 18:30:00,1.906,3.072,8.333,7.028,89.92,22.990
2017-05-20 19:00:00,1.867,2.846,8.333,6.760,82.10,23.040
2017-05-20 19:30:00,1.809,3.070,8.000,6.675,92.91,23.040
2017-05-20 20:00:00,1.824,3.137,7.692,6.822,103.02,23.040
2017-05-20 20:30:00,1.797,3.173,8.333,6.949,90.54,23.040
2017-05-20 21:00:00,1.914,3.615,8.333,6.967,92.91,23.040
2017-05-20 21:30:00,1.889,3.162,7.692,6.759,82.10,23.080
2017-05-20 22:00:00,1.825,3.586,7.692,6.699,83.15,23.040
2017-05-20 22:30:00,1.920,3.129,8.000,7.081,88.08,23.040
2017-05-20 23:00:00,1.950,3.199,7.143,7.008,87.81,22.990
2017-05-20 23:30:00,1.883,2.901,8.000,6.756,76.56,22.950
2017-05-21 00:00:00,1.874,3.231,7.692,6.850,90.45,22.900
2017-05-21 00:30:00,1.891,3.327,8.000,6.471,91.94,22.860
2017-05-21 01:00:00,1.862,2.980,8.333,6.819,97.31,22.900
2017-05-21 01:30:00,1.748,2.799,7.692,6.763,92.74,22.860
2017-05-21 02:00:00,1.744,3.286,8.696,7.014,79.72,23.040
2017-05-21 02:30:00,1.825,3.208,8.000,6.813,88.87,22.900
2017-05-21 03:00:00,1.798,3.195,8.000,6.960,98.10,22.860
2017-05-21 03:30:00,1.807,2.841,8.000,7.167,104.16,22.950
2017-05-21 04:00:00,1.829,2.850,8.696,7.264,100.03,23.080
2017-05-21 04:30:00,1.703,3.245,7.692,6.789,94.23,23.080
2017-05-21 05:00:00,1.764,2.684,8.696,7.285,86.05,23.040
2017-05-21 05:30:00,1.771,2.970,8.696,6.888,100.38,22.950
2017-05-21 06:00:00,1.803,3.059,8.000,6.667,99.51,22.950
2017-05-21 06:30:00,1.939,3.488,8.000,6.875,98.89,22.990
2017-05-21 07:00:00,1.988,3.614,14.286,7.485,144.87,22.990
2017-05-21 07:30:00,1.875,3.113,8.000,7.117,88.52,22.990
2017-05-21 08:00:00,1.898,2.865,9.091,7.305,85.62,22.810
2017-05-21 08:30:00,2.090,3.577,8.696,7.505,83.86,22.770
2017-05-21 09:00:00,1.904,2.720,12.500,7.661,158.41,23.040
2017-05-21 09:30:00,1.887,3.472,9.091,7.194,94.32,23.490
2017-05-21 10:00:00,1.940,2.939,13.333,7.693,83.68,23.630
2017-05-21 10:30:00,1.991,3.434,8.696,7.490,87.81,23.630
2017-05-21 11:00:00,1.860,3.185,8.696,7.254,81.66,23.670
2017-05-21 11:30:00,1.979,3.142,8.333,7.633,82.19,23.670
2017-05-21 12:00:00,2.033,3.445,8.696,7.836,96.60,23.760
2017-05-21 12:30:00,1.849,2.707,9.091,7.276,106.27,23.760
2017-05-21 13:00:00,1.790,2.550,8.000,7.079,96.08,23.810
2017-05-21 13:30:00,1.825,2.924,9.091,7.266,74.10,23.900
2017-05-21 14:00:00,1.815,2.765,8.333,6.758,91.59,24.040
2017-05-21 14:30:00,1.951,4.206,9.091,7.515,74.89,24.040
2017-05-21 15:00:00,1.857,3.342,9.091,7.281,88.96,24.080
2017-05-21 15:30:00,1.808,3.251,9.091,6.970,81.92,24.130
2017-05-21 16:00:00,1.895,3.388,8.333,7.039,93.09,24.080
2017-05-21 16:30:00,1.960,3.692,8.696,7.193,79.46,24.040
2017-05-21 17:00:00,1.880,3.440,8.333,7.001,91.94,23.990
2017-05-21 17:30:00,1.875,2.790,8.333,7.327,84.21,23.950
2017-05-21 18:00:00,1.748,3.236,8.000,6.927,95.72,23.990
2017-05-21 18:30:00,1.795,2.638,8.696,7.259,87.20,23.950
2017-05-21 19:00:00,1.964,3.199,15.385,7.254,130.71,23.990
2017-05-21 19:30:00,1.942,3.077,9.091,7.235,92.82,24.040
2017-05-21 20:00:00,2.000,3.526,8.333,7.474,83.94,24.080
2017-05-21 20:30:00,1.672,3.199,8.696,6.578,82.45,24.080
2017-05-21 21:00:00,1.772,3.660,14.286,7.007,139.94,24.080
2017-05-21 21:30:00,1.797,2.721,8.696,7.245,83.94,24.130
2017-05-21 22:00:00,2.038,3.277,9.091,7.742,85.44,24.080
2017-05-21 22:30:00,1.851,3.922,8.696,7.005,144.78,24.040
2017-05-21 23:00:00,2.006,3.464,8.333,7.148,77.79,24.040
2017-05-21 23:30:00,1.838,2.553,14.286,7.216,144.43,24.040
2017-05-22 00:00:00,1.813,2.762,15.385,7.350,146.89,24.040
2017-05-22 00:30:00,1.928,4.217,8.000,7.087,90.63,24.080
2017-05-22 01:00:00,1.957,3.017,9.091,7.062,77.09,24.130
2017-05-22 01:30:00,1.891,3.020,13.333,6.789,142.05,24.130
2017-05-22 02:00:00,1.883,3.324,14.286,7.507,141.26,24.130
2017-05-22 02:30:00,1.969,3.427,9.091,7.095,80.87,24.130
2017-05-22 03:00:00,2.053,2.890,13.333,8.121,141.79,24.130
2017-05-22 03:30:00,2.015,3.236,9.091,7.258,85.18,24.170
2017-05-22 04:00:00,1.957,3.418,8.696,7.064,73.48,24.270
2017-05-22 04:30:00,2.115,3.344,13.333,7.445,143.72,24.270
2017-05-22 05:00:00,2.061,3.269,13.333,7.209,145.57,24.310
2017-05-22 05:30:00,1.975,3.318,13.333,7.361,144.08,24.500
2017-05-22 06:00:00,1.966,2.804,13.333,6.923,143.64,24.590
2017-05-22 06:30:00,1.942,3.138,8.333,6.903,82.45,24.590
2017-05-22 07:00:00,1.957,3.038,9.091,6.907,59.51,24.590
2017-05-22 07:30:00,1.959,3.573,9.091,7.013,77.00,24.590
2017-05-22 08:00:00,1.918,3.298,9.091,6.888,79.64,24.590
2017-05-22 08:30:00,1.984,3.743,8.696,6.689,140.91,24.630
2017-05-22 09:00:00,1.874,2.928,9.091,6.603,76.65,24.630
2017-05-22 09:30:00,1.890,3.391,13.333,6.488,147.51,24.630
2017-05-22 10:00:00,1.992,2.996,9.091,6.820,89.04,24.630
2017-05-22 10:30:00,1.937,3.124,13.333,6.558,98.54,24.630
2017-05-22 11:00:00,2.014,4.354,9.524,6.451,70.05,24.630
2017-05-22 11:30:00,1.953,3.578,8.696,6.579,74.19,24.630
2017-05-22 12:00:00,1.917,3.192,14.286,6.623,149.70,24.630
2017-05-22 12:30:00,2.060,3.545,9.091,6.580,80.25,24.630
2017-05-22 13:00:00,1.951,2.815,13.333,6.853,152.60,24.630
2017-05-22 13:30:00,2.001,3.553,8.696,6.718,73.04,24.630
2017-05-22 14:00:00,2.100,3.714,13.333,7.007,152.69,24.630
2017-05-22 14:30:00,2.018,3.202,18.182,6.870,137.57,24.630
2017-05-22 15:00:00,2.074,3.546,18.182,6.798,143.81,24.630
2017-05-22 15:30:00,2.194,3.653,18.182,7.117,141.00,24.630
2017-05-22 16:00:00,2.067,3.377,18.182,6.652,141.97,24.590
2017-05-22 16:30:00,1.919,3.707,18.182,6.469,140.47,24.590
2017-05-22 17:00:00,1.986,3.424,18.182,6.696,143.81,24.540
2017-05-22 17:30:00,2.117,3.334,16.667,7.214,144.60,24.540
2017-05-22 18:00:00,2.092,2.996,16.667,6.923,144.16,24.540
2017-05-22 18:30:00,2.337,3.626,16.667,7.415,145.92,24.540
2017-05-22 19:00:00,1.937,3.253,13.333,6.626,145.04,24.540
2017-05-22 19:30:00,2.112,3.353,16.667,7.459,146.98,24.500
2017-05-22 20:00:00,2.149,3.778,16.667,7.541,144.52,24.540
2017-05-22 20:30:00,2.243,3.580,16.667,7.610,147.94,24.540
2017-05-22 21:00:00,2.161,3.046,16.667,7.760,147.94,24.540
2017-05-22 21:30:00,2.062,3.693,16.667,7.120,148.65,24.540
2017-05-22 22:00:00,2.087,3.725,16.667,7.021,146.98,24.540
2017-05-22 22:30:00,2.076,4.011,16.667,7.192,149.09,24.500
2017-05-22 23:00:00,2.164,2.993,16.667,7.760,150.05,24.500
2017-05-22 23:30:00,2.087,4.428,16.667,7.464,149.44,24.450
2017-05-23 00:00:00,2.227,3.426,16.667,7.909,146.89,24.400
2017-05-23 00:30:00,1.979,3.347,16.667,7.074,147.33,24.400
2017-05-23 01:00:00,2.186,3.582,15.385,7.802,151.37,24.400
2017-05-23 01:30:00,2.224,3.630,15.385,7.955,148.47,24.400
2017-05-23 02:00:00,2.310,3.323,15.385,8.316,147.68,24.400
2017-05-23 02:30:00,2.231,3.405,15.385,8.118,147.24,24.360
2017-05-23 03:00:00,2.100,3.319,15.385,7.801,145.75,24.400
2017-05-23 03:30:00,1.868,3.389,15.385,7.466,148.03,24.400
2017-05-23 04:00:00,2.105,3.474,15.385,7.427,145.75,24.360
2017-05-23 04:30:00,2.028,2.896,15.385,7.950,148.30,24.360
2017-05-23 05:00:00,2.008,4.042,15.385,7.539,145.22,24.360
2017-05-23 05:30:00,1.986,3.192,15.385,7.542,144.16,24.360
2017-05-23 06:00:00,2.031,3.059,15.385,7.718,145.04,24.360
2017-05-23 06:30:00,1.887,3.324,15.385,6.739,141.26,24.310
2017-05-23 07:00:00,2.145,3.665,15.385,7.337,142.93,24.270
2017-05-23 07:30:00,2.063,3.335,15.385,7.618,141.18,24.220
2017-05-23 08:00:00,2.105,3.825,15.385,7.440,138.80,24.130
2017-05-23 08:30:00,2.025,3.196,15.385,7.547,138.10,24.170
2017-05-23 09:00:00,2.247,3.551,15.385,7.992,136.25,24.130
2017-05-23 09:30:00,2.092,3.529,14.286,7.735,144.25,24.130
2017-05-23 10:00:00,2.129,3.336,13.333,7.469,143.72,24.040
2017-05-23 10:30:00,2.200,3.342,15.385,8.201,138.01,23.990
2017-05-23 11:00:00,2.277,3.410,14.286,7.737,144.78,23.950
2017-05-23 11:30:00,2.157,4.225,9.524,7.301,91.33,23.900
2017-05-23 12:00:00,2.237,4.006,13.333,7.438,144.34,23.900
2017-05-23 12:30:00,2.083,3.243,14.286,7.471,144.16,23.990
2017-05-23 13:00:00,1.970,3.029,11.765,7.396,150.85,23.990
2017-05-23 13:30:00,2.085,3.693,13.333,7.535,149.53,23.950
2017-05-23 14:00:00,2.181,3.539,15.385,7.589,142.93,23.900
2017-05-23 14:30:00,2.059,3.887,10.000,7.569,107.86,23.900
2017-05-23 15:00:00,2.173,3.998,9.524,8.295,96.69,23.810
2017-05-23 15:30:00,2.016,3.166,9.091,7.890,86.32,23.810
2017-05-23 16:00:00,1.898,3.326,9.091,7.438,89.22,23.850
2017-05-23 16:30:00,1.934,3.404,14.286,7.780,153.13,23.850
2017-05-23 17:00:00,1.953,3.168,9.524,7.814,99.77,23.810
2017-05-23 17:30:00,1.897,3.248,14.286,7.325,150.76,23.850
2017-05-23 18:00:00,1.963,2.847,9.524,7.807,89.75,23.760
2017-05-23 18:30:00,1.994,3.056,14.286,7.625,152.25,23.670
2017-05-23 19:00:00,1.913,3.310,9.091,7.542,114.27,23.630
2017-05-23 19:30:00,1.927,3.656,9.524,7.720,104.43,23.630
2017-05-23 20:00:00,1.831,2.806,14.286,7.700,147.86,23.580
2017-05-23 20:30:00,1.926,4.322,10.000,7.700,98.80,23.490
2017-05-23 21:00:00,1.920,2.973,14.286,8.192,149.35,23.490
2017-05-23 21:30:00,1.855,3.243,14.286,7.838,147.86,23.490
2017-05-23 22:00:00,1.798,3.162,14.286,7.802,147.51,23.440
2017-05-23 22:30:00,1.912,3.079,9.524,7.555,102.14,23.440
2017-05-23 23:00:00,1.832,3.381,9.091,7.703,111.11,23.440
2017-05-23 23:30:00,1.963,2.907,9.524,8.237,97.31,23.440
2017-05-24 00:00:00,1.835,2.884,10.000,7.842,110.05,23.440
2017-05-24 00:30:00,1.912,3.030,14.286,7.735,145.04,23.440
2017-05-24 01:00:00,1.886,3.212,9.091,8.090,106.63,23.400
2017-05-24 01:30:00,1.858,2.909,10.000,7.818,104.34,23.440
2017-05-24 02:00:00,1.758,2.832,10.526,7.531,119.02,23.440
2017-05-24 02:30:00,1.839,3.494,10.000,7.619,100.30,23.440
2017-05-24 03:00:00,1.769,2.931,9.524,7.615,103.72,23.400
2017-05-24 03:30:00,1.829,2.684,10.000,7.983,114.98,23.400
2017-05-24 04:00:00,1.842,3.181,10.526,7.453,115.51,23.400
2017-05-24 04:30:00,1.606,3.110,9.524,7.428,114.36,23.540
2017-05-24 05:00:00,1.718,3.024,10.000,7.592,100.82,23.540
2017-05-24 05:30:00,1.681,2.702,10.526,7.399,101.18,23.630
2017-05-24 06:00:00,1.619,2.437,9.524,7.705,109.00,23.630
2017-05-24 06:30:00,1.727,2.830,10.000,7.398,100.30,23.630
2017-05-24 07:00:00,1.626,2.591,10.526,7.388,112.78,23.630
2017-05-24 07:30:00,1.568,2.784,10.526,6.985,105.92,23.580
2017-05-24 08:00:00,1.729,3.666,10.000,7.842,109.18,23.580
2017-05-24 08:30:00,1.777,2.661,10.000,7.842,104.69,23.540
2017-05-24 09:00:00,1.650,3.166,8.696,7.497,103.64,23.630
2017-05-24 09:30:00,1.490,2.519,10.000,6.932,104.52,23.720
2017-05-24 10:00:00,1.631,2.687,10.000,7.096,111.90,23.760
2017-05-24 10:30:00,1.735,3.128,9.524,7.319,96.87,23.810
2017-05-24 11:00:00,1.570,2.753,10.000,7.387,109.09,23.850
2017-05-24 11:30:00,1.530,2.141,9.524,7.639,101.61,23.900
2017-05-24 12:00:00,1.420,2.232,9.091,7.113,103.72,23.900
2017-05-24 12:30:00,1.421,2.399,9.524,7.310,109.70,23.990
2017-05-24 13:00:00,1.459,2.250,9.524,6.840,109.70,23.990
2017-05-24 13:30:00,1.349,2.368,9.524,6.405,103.81,23.950
2017-05-24 14:00:00,1.404,2.282,9.524,6.664,110.67,23.850
2017-05-24 14:30:00,1.272,2.153,9.524,6.367,110.14,23.810
2017-05-24 15:00:00,1.304,2.247,9.091,6.557,111.99,23.760
2017-05-24 15:30:00,1.260,1.876,9.524,6.787,100.82,23.760
2017-05-24 16:00:00,1.238,2.457,9.091,6.603,97.75,23.760
2017-05-24 16:30:00,1.205,1.824,9.524,6.527,106.54,23.720
2017-05-24 17:00:00,1.167,1.915,10.000,6.150,115.07,23.670
2017-05-24 17:30:00,1.291,2.723,9.524,6.368,106.19,23.670
2017-05-24 18:00:00,1.178,2.443,10.000,6.017,112.25,23.670
2017-05-24 18:30:00,1.219,2.167,10.000,5.577,109.97,23.630
2017-05-24 19:00:00,1.313,2.426,9.524,5.726,105.92,23.580
2017-05-24 19:30:00,1.225,2.530,10.000,5.388,105.66,23.580
2017-05-24 20:00:00,1.265,1.979,9.091,5.680,113.83,23.580
2017-05-24 20:30:00,1.342,2.087,10.000,5.314,109.44,23.630
2017-05-24 21:00:00,1.339,2.649,9.524,5.277,104.08,23.720
2017-05-24 21:30:00,1.303,2.511,9.524,4.854,112.52,23.760
2017-05-24 22:00:00,1.344,2.348,9.524,5.048,109.26,23.810
2017-05-24 22:30:00,1.207,2.005,9.524,4.708,107.51,23.990
2017-05-24 23:00:00,1.345,3.003,9.091,5.006,105.92,23.900
2017-05-24 23:30:00,1.269,2.328,9.524,4.618,108.82,23.950
2017-05-25 00:00:00,1.327,2.436,9.524,5.081,107.51,23.900
2017-05-25 00:30:00,1.239,2.185,10.526,5.193,105.92,23.900
2017-05-25 01:00:00,1.248,2.098,10.526,5.036,107.94,23.900
2017-05-25 01:30:00,1.300,2.119,9.091,5.301,100.91,23.990
2017-05-25 02:00:00,1.293,2.211,10.000,5.634,112.87,24.080
2017-05-25 02:30:00,1.174,2.124,10.000,5.269,101.88,24.130
2017-05-25 03:00:00,1.159,2.194,10.526,5.870,102.93,24.130
2017-05-25 03:30:00,-99.9,-99.9,-99.9,-99.9,102.85,24.080
2017-05-25 04:00:00,1.341,2.152,9.091,6.418,106.54,24.040
2017-05-25 04:30:00,1.143,1.867,10.526,5.536,105.92,24.040
2017-05-25 05:00:00,1.242,2.371,11.111,5.744,107.51,24.040
2017-05-25 05:30:00,1.314,2.336,10.000,5.598,107.24,23.990
2017-05-25 06:00:00,1.309,2.144,11.111,5.438,105.57,23.990
2017-05-25 06:30:00,1.459,2.566,10.000,5.401,101.18,23.950
2017-05-25 07:00:00,1.513,2.437,10.526,5.217,97.40,23.900
2017-05-25 07:30:00,1.601,3.068,10.526,4.990,105.75,23.900
2017-05-25 08:00:00,1.657,3.024,10.526,4.938,98.89,23.950
2017-05-25 08:30:00,1.762,2.981,10.526,4.933,89.92,23.950
2017-05-25 09:00:00,1.649,2.732,10.526,4.969,90.19,23.950
2017-05-25 09:30:00,1.854,3.019,10.526,5.249,91.15,23.950
2017-05-25 10:00:00,1.897,3.065,10.000,5.051,91.24,23.950
2017-05-25 10:30:00,1.904,3.140,10.526,4.949,98.45,23.950
2017-05-25 11:00:00,1.809,3.434,10.526,4.972,90.80,23.950
2017-05-25 11:30:00,1.812,3.059,10.526,4.997,91.68,23.950
2017-05-25 12:00:00,1.869,2.812,10.000,4.940,93.44,23.900
2017-05-25 12:30:00,1.869,2.881,10.000,5.148,90.98,23.850
2017-05-25 13:00:00,1.919,3.176,10.526,4.893,90.63,23.810
2017-05-25 13:30:00,1.943,3.775,10.000,5.247,95.29,23.850
2017-05-25 14:00:00,1.983,3.218,10.526,5.371,105.83,23.850
2017-05-25 14:30:00,1.941,3.296,10.526,5.221,108.30,23.850
2017-05-25 15:00:00,1.903,3.210,10.000,5.385,111.37,23.900
2017-05-25 15:30:00,1.938,3.038,10.000,5.323,101.97,23.900
2017-05-25 16:00:00,1.911,3.493,10.526,5.366,102.05,23.990
2017-05-25 16:30:00,1.919,3.067,10.526,5.763,100.30,23.990
2017-05-25 17:00:00,1.870,3.392,7.692,5.752,147.86,23.990
2017-05-25 17:30:00,1.834,2.872,11.111,5.559,100.65,23.990
2017-05-25 18:00:00,1.812,3.007,10.526,5.854,106.10,23.990
2017-05-25 18:30:00,1.760,3.163,10.526,5.778,102.76,23.950
2017-05-25 19:00:00,1.803,3.417,10.526,5.735,97.83,23.950
2017-05-25 19:30:00,1.743,3.026,10.526,6.073,103.55,23.990
2017-05-25 20:00:00,1.663,2.904,11.111,6.057,105.22,23.990
2017-05-25 20:30:00,1.678,2.692,10.526,5.904,100.74,24.040
2017-05-25 21:00:00,1.583,2.784,10.526,5.847,98.01,24.040
2017-05-25 21:30:00,1.527,2.719,11.111,6.066,105.66,24.040
2017-05-25 22:00:00,1.611,2.354,11.111,6.344,108.38,24.080
2017-05-25 22:30:00,1.636,2.905,10.526,6.205,107.50,24.080
2017-05-25 23:00:00,1.570,2.672,11.111,6.215,114.45,24.080
2017-05-25 23:30:00,1.627,2.443,10.526,6.292,107.86,24.130
2017-05-26 00:00:00,1.492,2.497,10.000,5.786,116.12,24.130
2017-05-26 00:30:00,1.521,2.770,10.526,6.029,112.87,24.170
2017-05-26 01:00:00,1.754,3.216,10.526,6.464,108.65,24.170
2017-05-26 01:30:00,1.406,2.535,11.111,5.861,109.70,24.170
2017-05-26 02:00:00,1.508,2.238,11.111,6.533,107.77,24.170
2017-05-26 02:30:00,1.591,2.531,10.526,6.404,111.11,24.220
2017-05-26 03:00:00,1.539,2.414,11.111,6.238,104.16,24.220
2017-05-26 03:30:00,1.351,2.220,10.526,5.480,113.48,24.220
2017-05-26 04:00:00,1.434,2.646,10.526,5.663,113.31,24.170
2017-05-26 04:30:00,1.421,2.264,10.526,5.699,109.79,24.220
2017-05-26 05:00:00,1.389,2.379,11.111,5.986,115.86,24.170
2017-05-26 05:30:00,1.454,2.544,11.111,5.808,109.53,24.170
2017-05-26 06:00:00,1.397,2.813,10.526,5.820,109.70,24.170
2017-05-26 06:30:00,1.514,2.400,11.111,6.298,106.54,24.080
2017-05-26 07:00:00,1.429,2.359,11.111,5.987,119.29,24.040
2017-05-26 07:30:00,1.491,2.571,10.526,6.060,115.94,24.040
2017-05-26 08:00:00,1.489,2.446,10.526,6.154,119.37,23.990
2017-05-26 08:30:00,1.595,2.890,10.526,6.261,132.12,23.990
2017-05-26 09:00:00,1.729,2.882,10.526,6.695,146.63,23.950
2017-05-26 09:30:00,1.738,2.639,10.000,6.479,126.32,23.950
2017-05-26 10:00:00,1.845,3.757,10.000,7.078,131.77,23.900
2017-05-26 10:30:00,1.845,2.958,10.000,7.236,127.46,23.900
2017-05-26 11:00:00,1.641,2.469,10.000,6.773,132.91,23.810
2017-05-26 11:30:00,1.711,3.270,10.000,6.467,126.93,23.580
2017-05-26 12:00:00,1.520,2.925,9.524,6.315,135.02,23.670
2017-05-26 12:30:00,1.619,2.659,10.526,6.842,130.36,23.670
2017-05-26 13:00:00,1.668,2.474,10.526,6.733,125.44,23.760
2017-05-26 13:30:00,1.522,2.814,10.000,6.699,136.52,23.810
2017-05-26 14:00:00,1.496,2.522,10.526,6.648,113.04,23.670
2017-05-26 14:30:00,1.581,2.602,10.000,7.154,136.78,23.400
2017-05-26 15:00:00,1.534,2.480,10.526,6.936,115.77,23.170
2017-05-26 15:30:00,1.551,2.769,9.524,6.899,132.82,23.040
2017-05-26 16:00:00,1.483,2.471,10.526,6.712,128.87,23.350
2017-05-26 16:30:00,1.532,2.586,10.526,7.110,130.10,23.990
2017-05-26 17:00:00,1.465,2.451,10.526,6.711,128.87,23.990
2017-05-26 17:30:00,1.351,2.381,10.000,6.156,122.10,23.990
2017-05-26 18:00:00,1.400,2.359,10.526,6.371,136.34,23.900
2017-05-26 18:30:00,1.581,2.867,10.526,6.842,111.90,23.810
2017-05-26 19:00:00,1.519,2.582,10.000,6.804,114.54,23.810
2017-05-26 19:30:00,1.441,2.341,10.000,6.495,132.03,23.760
2017-05-26 20:00:00,1.529,3.001,10.000,6.718,119.72,23.670
2017-05-26 20:30:00,1.465,2.287,10.000,6.507,121.57,23.670
2017-05-26 21:00:00,1.369,2.112,10.526,6.501,120.34,23.630
2017-05-26 21:30:00,1.432,2.217,10.526,6.746,121.75,23.580
2017-05-26 22:00:00,1.517,2.426,10.526,6.801,114.71,23.440
